pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Butte	AZ	CM022210.2_RagTag	30450001	30500000	0.0032783824524113	48148	48604	14825604	581756
WTX	Butte	CM022210.2_RagTag	30450001	30500000	0.0038107004700492	48148	55358	14526988	880372
WTX	Sev	CM022210.2_RagTag	30450001	30500000	0.0038359127354092	48146	20572	5363000	414760
WTX	AZ	CM022210.2_RagTag	30450001	30500000	0.0038768218671017	48148	71320	18396512	862688
Butte	Sev	CM022210.2_RagTag	30450001	30500000	0.0033550741272826	48146	14498	4321216	300992
Sev	AZ	CM022210.2_RagTag	30450001	30500000	0.0034877269873245	48146	19086	5472332	305428
WTX	Butte	CM022210.2_RagTag	30500001	30550000	0.0031348829950586	48908	46442	14814588	835972
WTX	Sev	CM022210.2_RagTag	30500001	30550000	0.0031998383605472	48908	17674	5523404	345556
WTX	AZ	CM022210.2_RagTag	30500001	30550000	0.0030962814501466	48908	57976	18724396	838804
Butte	Sev	CM022210.2_RagTag	30500001	30550000	0.00242434869112	48908	10840	4471304	223864
Butte	AZ	CM022210.2_RagTag	30500001	30550000	0.0021193529660122	48908	32126	15158400	492160
Sev	AZ	CM022210.2_RagTag	30500001	30550000	0.0024013907892771	48908	13570	5650892	218068
Sev	AZ	CM022210.2_RagTag	30550001	30600000	0.0031560048589475	48484	17480	5538648	281832
Butte	Sev	CM022210.2_RagTag	30550001	30600000	0.0032648568997856	48484	14322	4386716	269668
Butte	AZ	CM022210.2_RagTag	30550001	30600000	0.0030275658104899	48504	45530	15038484	482796
WTX	Sev	CM022210.2_RagTag	30550001	30600000	0.0032406612138109	48484	17658	5448888	371592
WTX	AZ	CM022210.2_RagTag	30550001	30600000	0.0032362230995107	48504	60488	18690924	710676
WTX	Butte	CM022210.2_RagTag	30550001	30600000	0.0034807103033566	48504	51498	14795256	726024
Sev	AZ	CM022210.2_RagTag	30600001	30650000	0.0015912477840479	49314	9012	5663480	254200
Butte	AZ	CM022210.2_RagTag	30600001	30650000	0.0012424966496025	49314	18880	15195212	585268
Butte	Sev	CM022210.2_RagTag	30600001	30650000	0.0014948343236443	49314	6702	4483440	250704
WTX	AZ	CM022210.2_RagTag	30600001	30650000	0.0023798013798371	49314	44660	18766272	959328
WTX	Sev	CM022210.2_RagTag	30600001	30650000	0.0023939237887915	49314	13258	5538188	379492
WTX	Butte	CM022210.2_RagTag	30600001	30650000	0.0022789499352737	49314	33850	14853332	927148
Sev	AZ	CM022210.2_RagTag	30650001	30700000	0.0020919910066318	49127	11828	5653944	241296
Butte	AZ	CM022210.2_RagTag	30650001	30700000	0.0013675566944246	49127	20752	15174508	546132
Butte	Sev	CM022210.2_RagTag	30650001	30700000	0.002087851573465	49127	9342	4474456	241736
WTX	Sev	CM022210.2_RagTag	30650001	30700000	0.0028438719356071	49127	15772	5545960	349280
WTX	Butte	CM022210.2_RagTag	30650001	30700000	0.0025589039726369	49127	38086	14883716	836924
WTX	AZ	CM022210.2_RagTag	30650001	30700000	0.002604492334549	49127	48984	18807504	843296
WTX	Sev	CM022210.2_RagTag	30700001	30750000	0.0030901285060724	48502	17024	5509156	311204
WTX	AZ	CM022210.2_RagTag	30700001	30750000	0.002950616481638	48503	55210	18711344	689856
Butte	Sev	CM022210.2_RagTag	30700001	30750000	0.0029473968207406	48502	13022	4418136	238152
Butte	AZ	CM022210.2_RagTag	30700001	30750000	0.0026821689144019	48503	40250	15006512	514448
Sev	AZ	CM022210.2_RagTag	30700001	30750000	0.0028557520804299	48502	15934	5579616	240744
WTX	Butte	CM022210.2_RagTag	30700001	30750000	0.0028820108795573	48503	42700	14816044	704916
WTX	Butte	CM022210.2_RagTag	30750001	30800000	0.0022552441283371	49277	33710	14947384	821256
WTX	Sev	CM022210.2_RagTag	30750001	30800000	0.0023561807979906	49277	13088	5554752	358488
WTX	AZ	CM022210.2_RagTag	30750001	30800000	0.0024004539070829	49277	45472	18943084	767716
Butte	Sev	CM022210.2_RagTag	30750001	30800000	0.0019566217189045	49277	8730	4461772	268820
Butte	AZ	CM022210.2_RagTag	30750001	30800000	0.0018832079745785	49277	28648	15212340	556300
Sev	AZ	CM022210.2_RagTag	30750001	30800000	0.0020694992384837	49277	11702	5654508	258732
Sev	AZ	CM022210.2_RagTag	30800001	30850000	0.0028518839052779	45582	14552	5102592	368208
Butte	Sev	CM022210.2_RagTag	30800001	30850000	0.0026999707655945	45582	10898	4036340	340300
Butte	AZ	CM022210.2_RagTag	30800001	30850000	0.0022565516440285	45590	31704	14049756	539044
WTX	Sev	CM022210.2_RagTag	30800001	30850000	0.003081376404585	45582	15282	4959472	511328
WTX	Butte	CM022210.2_RagTag	30800001	30850000	0.0026160751550475	45590	35728	13657100	931700
WTX	AZ	CM022210.2_RagTag	30800001	30850000	0.002710404473071	45590	46792	17263844	972156
Butte	AZ	CM022210.2_RagTag	30850001	30900000	0.0033373299993324	49138	50792	15219352	504808
Butte	Sev	CM022210.2_RagTag	30850001	30900000	0.0037434224449314	49137	16698	4460624	256624
Sev	AZ	CM022210.2_RagTag	30850001	30900000	0.0040102096120177	49137	22612	5638608	257952
WTX	Sev	CM022210.2_RagTag	30850001	30900000	0.0041056491017877	49137	22754	5542120	354440
WTX	Butte	CM022210.2_RagTag	30850001	30900000	0.0038966623646758	49138	58284	14957416	766744
WTX	AZ	CM022210.2_RagTag	30850001	30900000	0.0040950037485001	49138	77432	18908896	746304
WTX	Butte	CM022210.2_RagTag	30900001	30950000	0.0028432251507576	48998	42534	14959772	719588
WTX	Sev	CM022210.2_RagTag	30900001	30950000	0.0028463184772414	48984	15624	5489196	390564
WTX	AZ	CM022210.2_RagTag	30900001	30950000	0.0029648376498716	48998	56030	18898168	701032
Butte	Sev	CM022210.2_RagTag	30900001	30950000	0.002434653200303	48984	10732	4408020	295788
Butte	AZ	CM022210.2_RagTag	30900001	30950000	0.0023193576222789	48998	35200	15176616	502744
Sev	AZ	CM022210.2_RagTag	30900001	30950000	0.0026416208261421	48984	14712	5569308	310452
Butte	AZ	CM022210.2_RagTag	30950001	31000000	0.0031117024853274	49106	47202	15169188	544732
Sev	AZ	CM022210.2_RagTag	30950001	31000000	0.0032462822423739	49106	18260	5624896	267824
Butte	Sev	CM022210.2_RagTag	30950001	31000000	0.0029071710218539	49106	12876	4429048	285128
WTX	Sev	CM022210.2_RagTag	30950001	31000000	0.0029334749144914	49106	16244	5537460	355260
WTX	AZ	CM022210.2_RagTag	30950001	31000000	0.0034196774922182	49106	64858	18966116	676284
WTX	Butte	CM022210.2_RagTag	30950001	31000000	0.0031707826701919	49106	47346	14931960	781960
WTX	Butte	CM022210.2_RagTag	31000001	31050000	0.0028404707942833	48614	41830	14726432	830048
WTX	Sev	CM022210.2_RagTag	31000001	31050000	0.0030505027269259	48614	16762	5494832	338848
WTX	AZ	CM022210.2_RagTag	31000001	31050000	0.0030975398208429	48614	57812	18663844	781756
Butte	Sev	CM022210.2_RagTag	31000001	31050000	0.0028005176029305	48614	12388	4423468	243476
Butte	AZ	CM022210.2_RagTag	31000001	31050000	0.0028838402715881	48614	43330	15025104	531376
Sev	AZ	CM022210.2_RagTag	31000001	31050000	0.0030643900044521	48614	17180	5606336	227344
Sev	AZ	CM022210.2_RagTag	31050001	31100000	0.0028288120573119	49053	15718	5556396	329964
Butte	AZ	CM022210.2_RagTag	31050001	31100000	0.0025930832137627	49053	39354	15176528	520432
Butte	Sev	CM022210.2_RagTag	31050001	31100000	0.0026689507354087	49053	11710	4387492	321596
WTX	Sev	CM022210.2_RagTag	31050001	31100000	0.0030632035875912	49053	16716	5457032	429328
WTX	Butte	CM022210.2_RagTag	31050001	31100000	0.0029183221311372	49053	43504	14907196	789764
WTX	AZ	CM022210.2_RagTag	31050001	31100000	0.0031318662917456	49053	59102	18871176	750024
WTX	Butte	CM022210.2_RagTag	31100001	31150000	0.0020261617064874	43757	27054	13352340	649900
Butte	Sev	CM022210.2_RagTag	31100001	31150000	0.001656077576456	43756	6530	3943052	257620
WTX	AZ	CM022210.2_RagTag	31100001	31150000	0.0020394060360529	43757	34352	16844120	658680
WTX	Sev	CM022210.2_RagTag	31100001	31150000	0.0021955246425685	43756	10750	4896324	354516
Butte	AZ	CM022210.2_RagTag	31100001	31150000	0.0013837767581527	43757	18772	13565772	436468
Sev	AZ	CM022210.2_RagTag	31100001	31150000	0.0016220019702056	43756	8068	4974100	276740
Sev	AZ	CM022210.2_RagTag	31150001	31200000	0.002482693684564	48690	13690	5514172	329108
WTX	Butte	CM022210.2_RagTag	31150001	31200000	0.0028526847508368	48694	42430	14873708	708372
WTX	Sev	CM022210.2_RagTag	31150001	31200000	0.0029461031224564	48690	15984	5425472	417808
Butte	AZ	CM022210.2_RagTag	31150001	31200000	0.0025098170551691	48694	37950	15120624	461456
Butte	Sev	CM022210.2_RagTag	31150001	31200000	0.0028184640057705	48690	12316	4369756	304868
WTX	AZ	CM022210.2_RagTag	31150001	31200000	0.0028322707522971	48694	53160	18769392	708208
Butte	AZ	CM022210.2_RagTag	31200001	31250000	0.0010702404704372	49191	16262	15194716	546404
Butte	Sev	CM022210.2_RagTag	31200001	31250000	0.0015725426034126	49183	6974	4434856	287480
Sev	AZ	CM022210.2_RagTag	31200001	31250000	0.001630931819494	49183	9152	5611516	291404
WTX	Sev	CM022210.2_RagTag	31200001	31250000	0.0020301871208741	49183	11248	5540376	362544
WTX	Butte	CM022210.2_RagTag	31200001	31250000	0.0016354155553184	49191	24526	14996800	744320
WTX	AZ	CM022210.2_RagTag	31200001	31250000	0.0017230771565496	49191	32700	18977676	698724
WTX	Butte	CM022210.2_RagTag	31250001	31300000	0.0024638464996534	49114	36918	14983888	732592
WTX	AZ	CM022210.2_RagTag	31250001	31300000	0.0024515865694254	49114	46272	18874308	771292
Butte	Sev	CM022210.2_RagTag	31250001	31300000	0.0023801497826742	49113	10676	4485432	229512
Butte	AZ	CM022210.2_RagTag	31250001	31300000	0.0018640922967963	49114	28468	15271776	444704
Sev	AZ	CM022210.2_RagTag	31250001	31300000	0.0024114503535755	49113	13624	5649712	243968
WTX	Sev	CM022210.2_RagTag	31250001	31300000	0.0026415265873511	49113	14644	5543764	349916
Sev	AZ	CM022210.2_RagTag	31300001	31350000	0.0013637552024081	49284	7720	5660840	253240
Butte	AZ	CM022210.2_RagTag	31300001	31350000	0.0014243430851752	49284	21784	15294068	476812
Butte	Sev	CM022210.2_RagTag	31300001	31350000	0.0012402220113142	49284	5572	4492744	238520
WTX	AZ	CM022210.2_RagTag	31300001	31350000	0.0015883125209259	49284	30076	18935820	777780
WTX	Sev	CM022210.2_RagTag	31300001	31350000	0.0014981760865641	49284	8334	5562764	351316
WTX	Butte	CM022210.2_RagTag	31300001	31350000	0.001565523770437	49284	23528	15028836	742044
Butte	AZ	CM022210.2_RagTag	31350001	31400000	0.0029354325900659	49265	44612	15197760	567040
Butte	Sev	CM022210.2_RagTag	31350001	31400000	0.0024932958639676	49261	11172	4480816	248624
WTX	AZ	CM022210.2_RagTag	31350001	31400000	0.003133910335054	49265	59018	18832064	873936
WTX	Sev	CM022210.2_RagTag	31350001	31400000	0.0028052522277002	49261	15572	5551016	360784
WTX	Butte	CM022210.2_RagTag	31350001	31400000	0.0030620421476039	49265	45596	14890716	874084
Sev	AZ	CM022210.2_RagTag	31350001	31400000	0.0026324335008753	49261	14916	5666240	245560
Sev	AZ	CM022210.2_RagTag	31400001	31450000	0.0020796301384457	49290	11868	5706784	208136
Butte	Sev	CM022210.2_RagTag	31400001	31450000	0.0020324860349829	49290	9156	4504828	227108
WTX	AZ	CM022210.2_RagTag	31400001	31450000	0.0026922958062917	49291	51226	19026884	689516
WTX	Sev	CM022210.2_RagTag	31400001	31450000	0.002296059270085	49290	12870	5605256	309664
WTX	Butte	CM022210.2_RagTag	31400001	31450000	0.0025641230512731	49291	38510	15018780	754340
Butte	AZ	CM022210.2_RagTag	31400001	31450000	0.0023878640322127	49291	36516	15292328	480792
WTX	Butte	CM022210.2_RagTag	31450001	31500000	0.0021147436132985	49342	31768	15022152	767288
WTX	Sev	CM022210.2_RagTag	31450001	31500000	0.0019412848723182	49339	10884	5606596	314444
WTX	AZ	CM022210.2_RagTag	31450001	31500000	0.0020913787886524	49342	39646	18956872	779928
Butte	Sev	CM022210.2_RagTag	31450001	31500000	0.0014280623560635	49339	6444	4512408	224424
Butte	AZ	CM022210.2_RagTag	31450001	31500000	0.0016485374735534	49342	25152	15257160	532280
Sev	AZ	CM022210.2_RagTag	31450001	31500000	0.0015604668613327	49339	8884	5693168	227872
Sev	AZ	CM022210.2_RagTag	31500001	31550000	0.003006333721866	48930	16930	5631444	241836
Butte	AZ	CM022210.2_RagTag	31500001	31550000	0.0026240102411725	48944	39782	15160764	501316
Butte	Sev	CM022210.2_RagTag	31500001	31550000	0.0028351842153558	48930	12668	4468140	230484
WTX	AZ	CM022210.2_RagTag	31500001	31550000	0.0034934839220498	48944	65954	18879148	698452
WTX	Sev	CM022210.2_RagTag	31500001	31550000	0.003452721537954	48930	19218	5566044	307236
WTX	Butte	CM022210.2_RagTag	31500001	31550000	0.0034418903962179	48944	51560	14980140	681940
Sev	AZ	CM022210.2_RagTag	31550001	31600000	0.0027314032911354	42064	13158	4817304	230496
Butte	AZ	CM022210.2_RagTag	31550001	31600000	0.0028542735549575	42065	37062	12984740	476060
Butte	Sev	CM022210.2_RagTag	31550001	31600000	0.0027110612765805	42064	10358	3820644	217596
WTX	AZ	CM022210.2_RagTag	31550001	31600000	0.0033628222550516	42065	54540	16218520	607480
WTX	Sev	CM022210.2_RagTag	31550001	31600000	0.0031554973409295	42064	15052	4770088	277712
WTX	Butte	CM022210.2_RagTag	31550001	31600000	0.0033621293631149	42065	43228	12857328	603472
WTX	AZ	CM022210.2_RagTag	31600001	31650000	0.0018817716564634	45663	32982	17527100	738100
Butte	Sev	CM022210.2_RagTag	31600001	31650000	0.0014670313287398	45663	6160	4198956	184692
Butte	AZ	CM022210.2_RagTag	31600001	31650000	0.001459857105353	45663	20686	14169880	442280
Sev	AZ	CM022210.2_RagTag	31600001	31650000	0.0015329133529243	45663	8100	5284056	195504
WTX	Sev	CM022210.2_RagTag	31600001	31650000	0.0018959222648759	45663	9844	5192196	287364
WTX	Butte	CM022210.2_RagTag	31600001	31650000	0.0018647396589033	45663	25966	13924732	687428
WTX	Butte	CM022210.2_RagTag	31650001	31700000	0.0016614989848797	47444	23818	14335248	846832
WTX	Sev	CM022210.2_RagTag	31650001	31700000	0.0016732267959338	47444	8922	5332212	361068
Sev	AZ	CM022210.2_RagTag	31650001	31700000	0.001439631124869	47444	7828	5437504	255776
Butte	Sev	CM022210.2_RagTag	31650001	31700000	0.0013816951393673	47444	5952	4307752	246872
Butte	AZ	CM022210.2_RagTag	31650001	31700000	0.0014279342633079	47444	20874	14618320	563760
WTX	AZ	CM022210.2_RagTag	31650001	31700000	0.0016371864085239	47444	29632	18099344	878256
Butte	AZ	CM022210.2_RagTag	31700001	31750000	0.0013795013457364	49251	21000	15222892	537428
Butte	Sev	CM022210.2_RagTag	31700001	31750000	0.0012726555396139	49250	5716	4491396	236700
WTX	AZ	CM022210.2_RagTag	31700001	31750000	0.0017648958652101	49251	33312	18874768	825632
WTX	Sev	CM022210.2_RagTag	31700001	31750000	0.0017828040252136	49250	9924	5566512	343608
WTX	Butte	CM022210.2_RagTag	31700001	31750000	0.0017020427726441	49251	25426	14938520	821800
Sev	AZ	CM022210.2_RagTag	31700001	31750000	0.0014658114807093	49250	8316	5673308	236812
Butte	AZ	CM022210.2_RagTag	31750001	31800000	0.0017000372253432	48614	25538	15022024	534456
Butte	Sev	CM022210.2_RagTag	31750001	31800000	0.0014904073840092	48614	6634	4451132	215812
WTX	AZ	CM022210.2_RagTag	31750001	31800000	0.0020553173492509	48614	38256	18613184	832416
WTX	Sev	CM022210.2_RagTag	31750001	31800000	0.0020563251764559	48614	11340	5514692	318988
WTX	Butte	CM022210.2_RagTag	31750001	31800000	0.0020357842690577	48614	30116	14793316	763164
Sev	AZ	CM022210.2_RagTag	31750001	31800000	0.0017136852662355	48614	9596	5599628	234052
Butte	Sev	CM022210.2_RagTag	31800001	31850000	0.0020968998203792	49333	9498	4529544	207480
Sev	AZ	CM022210.2_RagTag	31800001	31850000	0.0021036075612539	49333	12048	5727304	193976
Butte	AZ	CM022210.2_RagTag	31800001	31850000	0.0019510689758885	49344	29892	15320832	469248
WTX	AZ	CM022210.2_RagTag	31800001	31850000	0.0026970948701836	49344	51454	19077564	660036
WTX	Sev	CM022210.2_RagTag	31800001	31850000	0.0027708717733437	49333	15630	5640824	280456
WTX	Butte	CM022210.2_RagTag	31800001	31850000	0.0028168629424557	49344	42494	15085576	704504
Butte	AZ	CM022210.2_RagTag	31850001	31900000	0.0019116468589059	49454	29294	15323960	501320
Butte	Sev	CM022210.2_RagTag	31850001	31900000	0.0021046862741072	49447	9432	4481428	266156
WTX	AZ	CM022210.2_RagTag	31850001	31900000	0.0020607434924884	49454	39266	19054288	727312
WTX	Sev	CM022210.2_RagTag	31850001	31900000	0.0022426627913989	49447	12494	5571056	363424
WTX	Butte	CM022210.2_RagTag	31850001	31900000	0.002155892173192	49454	32406	15031364	793916
Sev	AZ	CM022210.2_RagTag	31850001	31900000	0.0020895352104641	49447	11868	5679732	254748
Sev	AZ	CM022210.2_RagTag	31900001	31950000	0.0013257888620973	48754	7480	5641924	208676
Butte	AZ	CM022210.2_RagTag	31900001	31950000	0.0012515002304596	48755	18974	15161004	440596
Butte	Sev	CM022210.2_RagTag	31900001	31950000	0.0013002338723653	48754	5822	4477656	202824
WTX	Sev	CM022210.2_RagTag	31900001	31950000	0.001425869186841	48754	7930	5561520	289080
WTX	Butte	CM022210.2_RagTag	31900001	31950000	0.0014071182843754	48755	21032	14946860	654740
WTX	AZ	CM022210.2_RagTag	31900001	31950000	0.0014059336197952	48755	26474	18830192	671808
WTX	Butte	CM022210.2_RagTag	31950001	32000000	0.0018131415682523	48455	26942	14859292	646308
WTX	Sev	CM022210.2_RagTag	31950001	32000000	0.0019113180865574	48455	10364	5422436	392164
WTX	AZ	CM022210.2_RagTag	31950001	32000000	0.0018221920271499	48455	34170	18752140	629860
Butte	Sev	CM022210.2_RagTag	31950001	32000000	0.0017132357658012	48455	7478	4364840	286840
Butte	AZ	CM022210.2_RagTag	31950001	32000000	0.0015055220582896	48455	22726	15095096	410504
Sev	AZ	CM022210.2_RagTag	31950001	32000000	0.001683939328806	48455	9276	5508512	306088
Butte	AZ	CM022210.2_RagTag	32000001	32050000	0.0012949613491939	49176	19748	15249876	486444
Sev	AZ	CM022210.2_RagTag	32000001	32050000	0.0017871821632754	49176	10062	5630092	271028
Butte	Sev	CM022210.2_RagTag	32000001	32050000	0.0017545167467208	49176	7814	4453648	267248
WTX	AZ	CM022210.2_RagTag	32000001	32050000	0.0016955937986577	49176	32138	18953832	716568
WTX	Sev	CM022210.2_RagTag	32000001	32050000	0.0019525181124598	49176	10808	5535416	365704
WTX	Butte	CM022210.2_RagTag	32000001	32050000	0.001694889484083	49176	25416	14995668	740652
WTX	Butte	CM022210.2_RagTag	32050001	32100000	0.0027190158252861	48602	40206	14786968	765672
WTX	Sev	CM022210.2_RagTag	32050001	32100000	0.0027434431781026	48600	15036	5480704	351536
WTX	AZ	CM022210.2_RagTag	32050001	32100000	0.0026994424772767	48602	50700	18781656	659144
Butte	Sev	CM022210.2_RagTag	32050001	32100000	0.002599950563999	48600	11402	4385468	280324
Butte	AZ	CM022210.2_RagTag	32050001	32100000	0.0023901738980927	48602	35922	15029032	523608
Sev	AZ	CM022210.2_RagTag	32050001	32100000	0.002659614576713	48600	14814	5569980	262260
WTX	Butte	CM022210.2_RagTag	32100001	32150000	0.0025059914105058	48806	37008	14767808	850112
WTX	Sev	CM022210.2_RagTag	32100001	32150000	0.0022767444223655	48805	12278	5392788	463932
WTX	AZ	CM022210.2_RagTag	32100001	32150000	0.0024662099358273	48806	46220	18741308	781092
Butte	Sev	CM022210.2_RagTag	32100001	32150000	0.0023781903621968	48805	10316	4337752	347624
Sev	AZ	CM022210.2_RagTag	32100001	32150000	0.0023254968932814	48805	12800	5504200	352520
Butte	AZ	CM022210.2_RagTag	32100001	32150000	0.0023531562811559	48806	35470	15073372	544548
Sev	AZ	CM022210.2_RagTag	32150001	32200000	0.0027577171154477	48246	14978	5431304	359536
WTX	Butte	CM022210.2_RagTag	32150001	32200000	0.0027447619230174	48257	40094	14607460	834780
WTX	Sev	CM022210.2_RagTag	32150001	32200000	0.0027114702886655	48246	14450	5329212	461628
WTX	AZ	CM022210.2_RagTag	32150001	32200000	0.0028964097421376	48257	53698	18539504	763296
Butte	Sev	CM022210.2_RagTag	32150001	32200000	0.0026556273317931	48246	11366	4279968	352704
Butte	AZ	CM022210.2_RagTag	32150001	32200000	0.0026884545068295	48257	40016	14884388	557852
Butte	AZ	CM022210.2_RagTag	32200001	32250000	0.0029267312659166	43831	39566	13518836	507084
Butte	Sev	CM022210.2_RagTag	32200001	32250000	0.0028993006907187	43827	11340	3911288	296488
WTX	AZ	CM022210.2_RagTag	32200001	32250000	0.0036962973419621	43831	62528	16916388	616012
WTX	Sev	CM022210.2_RagTag	32200001	32250000	0.0035338619893898	43827	17298	4894928	364792
WTX	Butte	CM022210.2_RagTag	32200001	32250000	0.0035373929995366	43831	47062	13304148	721772
Sev	AZ	CM022210.2_RagTag	32200001	32250000	0.0029717532660738	43827	14782	4974168	285552
Sev	AZ	CM022210.2_RagTag	32250001	32300000	0.0017910346046626	49028	10092	5634732	248748
Butte	AZ	CM022210.2_RagTag	32250001	32300000	0.0019156028398828	49029	28950	15112736	576544
Butte	Sev	CM022210.2_RagTag	32250001	32300000	0.0019183630449137	49028	8518	4440244	266540
WTX	AZ	CM022210.2_RagTag	32250001	32300000	0.0023664870620408	49029	44486	18798328	813272
WTX	Sev	CM022210.2_RagTag	32250001	32300000	0.0022801543622848	49028	12590	5521556	361924
WTX	Butte	CM022210.2_RagTag	32250001	32300000	0.0023747964730274	49029	35168	14808848	880432
WTX	Butte	CM022210.2_RagTag	32300001	32350000	0.0039977925019303	43370	52128	13039196	839204
WTX	AZ	CM022210.2_RagTag	32300001	32350000	0.0041548097320658	43370	68926	16589448	758552
Butte	Sev	CM022210.2_RagTag	32300001	32350000	0.0034369053852973	43369	13258	3857540	305980
Butte	AZ	CM022210.2_RagTag	32300001	32350000	0.0035952279799979	43370	47898	13322660	555740
Sev	AZ	CM022210.2_RagTag	32300001	32350000	0.0034866957605171	43369	17104	4905504	298896
WTX	Sev	CM022210.2_RagTag	32300001	32350000	0.0039891677950213	43369	19150	4800500	403900
WTX	AZ	CM022210.2_RagTag	32350001	32400000	0.0039894519783068	47339	72164	18088700	846900
WTX	Sev	CM022210.2_RagTag	32350001	32400000	0.0037901410740961	47338	19952	5264184	416496
Butte	Sev	CM022210.2_RagTag	32350001	32400000	0.003238691873434	47338	13764	4249864	294680
Butte	AZ	CM022210.2_RagTag	32350001	32400000	0.0036745493089678	47339	53664	14604240	544240
Sev	AZ	CM022210.2_RagTag	32350001	32400000	0.0037281926950782	47338	20046	5376868	303812
WTX	Butte	CM022210.2_RagTag	32350001	32400000	0.0038006625590876	47339	54330	14294876	853604
WTX	Sev	CM022210.2_RagTag	32400001	32450000	0.0047972015709616	43547	23418	4881596	344044
WTX	AZ	CM022210.2_RagTag	32400001	32450000	0.005154708281313	43547	86126	16708220	710580
Butte	Sev	CM022210.2_RagTag	32400001	32450000	0.0043354261457512	43547	17056	3934100	246412
Butte	AZ	CM022210.2_RagTag	32400001	32450000	0.0043432667115312	43547	58498	13468664	466376
Sev	AZ	CM022210.2_RagTag	32400001	32450000	0.0045597186158315	43547	22702	4978816	246824
WTX	Butte	CM022210.2_RagTag	32400001	32450000	0.0048107974160651	43547	63522	13204048	730992
WTX	Butte	CM022210.2_RagTag	32450001	32500000	0.0043417035745539	49121	64994	14969700	749020
Sev	AZ	CM022210.2_RagTag	32450001	32500000	0.0045311987749192	49121	25376	5600284	294236
WTX	Sev	CM022210.2_RagTag	32450001	32500000	0.0045628761056479	49121	25110	5503108	391412
WTX	AZ	CM022210.2_RagTag	32450001	32500000	0.0045051542854092	49121	85074	18883704	764696
Butte	Sev	CM022210.2_RagTag	32450001	32500000	0.0043034058795496	49121	19108	4440204	275412
Butte	AZ	CM022210.2_RagTag	32450001	32500000	0.0042617787766567	49121	64920	15233076	485644
Butte	Sev	CM022210.2_RagTag	32500001	32550000	0.002575612136409	49121	11570	4492136	223480
WTX	Sev	CM022210.2_RagTag	32500001	32550000	0.002714078913711	49121	15194	5598216	296304
WTX	AZ	CM022210.2_RagTag	32500001	32550000	0.0026803649067048	49121	50952	19009352	639048
Sev	AZ	CM022210.2_RagTag	32500001	32550000	0.0026139930888778	49121	14872	5689380	205140
WTX	Butte	CM022210.2_RagTag	32500001	32550000	0.0026622451818678	49121	39958	15009136	709584
Butte	AZ	CM022210.2_RagTag	32500001	32550000	0.0023204767288921	49121	35398	15254624	464096
Sev	AZ	CM022210.2_RagTag	32550001	32600000	0.0016110825019711	48211	8860	5499408	286392
Butte	Sev	CM022210.2_RagTag	32550001	32600000	0.001675024142626	48211	7278	4345012	283628
WTX	AZ	CM022210.2_RagTag	32550001	32600000	0.00153359102638	48215	28604	18651648	634352
WTX	Sev	CM022210.2_RagTag	32550001	32600000	0.0016903706299575	48211	9184	5433128	352672
Butte	AZ	CM022210.2_RagTag	32550001	32600000	0.0011817397065346	48215	17616	14906836	521964
WTX	Butte	CM022210.2_RagTag	32550001	32600000	0.0016021828145183	48215	23596	14727408	701392
WTX	Butte	CM022210.2_RagTag	32600001	32650000	0.0032564517894741	49063	49022	15053808	646352
WTX	Sev	CM022210.2_RagTag	32600001	32650000	0.0034075700656254	49063	18994	5574060	313500
WTX	AZ	CM022210.2_RagTag	32600001	32650000	0.0033502605828189	49063	63852	19058816	566384
Butte	Sev	CM022210.2_RagTag	32600001	32650000	0.0033377903055914	49063	14868	4454444	255604
Butte	AZ	CM022210.2_RagTag	32600001	32650000	0.0023636793873763	49063	36000	15230492	469668
Sev	AZ	CM022210.2_RagTag	32600001	32650000	0.0034237222489808	49063	19306	5638892	248668
Butte	Sev	CM022210.2_RagTag	32650001	32700000	0.0021723558061758	48607	9668	4450468	215996
Sev	AZ	CM022210.2_RagTag	32650001	32700000	0.0021501001167136	48607	12048	5603460	229620
Butte	AZ	CM022210.2_RagTag	32650001	32700000	0.0019688960655366	48609	29810	15140464	414416
WTX	AZ	CM022210.2_RagTag	32650001	32700000	0.0023805679968877	48609	44768	18805596	638004
WTX	Butte	CM022210.2_RagTag	32650001	32700000	0.0023581286546575	48609	35222	14936420	618460
WTX	Sev	CM022210.2_RagTag	32650001	32700000	0.0023093794162404	48607	12766	5527892	305188
WTX	Butte	CM022210.2_RagTag	32700001	32750000	0.0031452151224367	49450	47740	15178612	645388
WTX	Sev	CM022210.2_RagTag	32700001	32750000	0.0033024604337186	49447	18694	5660628	273372
WTX	AZ	CM022210.2_RagTag	32700001	32750000	0.0030588215146894	49450	58586	19153128	626872
Butte	Sev	CM022210.2_RagTag	32700001	32750000	0.0032721930959411	49447	14862	4541908	205292
Butte	AZ	CM022210.2_RagTag	32700001	32750000	0.002645247859399	49450	40650	15367180	456820
Sev	AZ	CM022210.2_RagTag	32700001	32750000	0.0031413137545015	49447	18004	5731360	202640
Sev	AZ	CM022210.2_RagTag	32750001	32800000	0.0033556859340773	49366	19204	5722824	201336
Butte	Sev	CM022210.2_RagTag	32750001	32800000	0.0033570999176393	49366	15212	4531292	208036
Butte	AZ	CM022210.2_RagTag	32750001	32800000	0.0025435837021775	49368	39002	15333484	464276
